window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,25,3.437375812204162,22,3.4272508032022904,0.10261026102610261,0.23192185038026422,8.517013210168734,6.865050848234637,0.635903193369337,5.051545703680201
1,37,3.5925088900017035,24,3.5213784840480216,0.10111011101110111,0.2436742868453358,8.472070136712285,6.85053156814073,0.6403458190819081,5.053266810451392
2,37,3.6404863503383766,27,3.551006437061827,0.10246024602460246,0.24666693173180457,8.466999992758907,6.817138577577508,0.6411198339333933,5.044891038727138
3,26,3.4245902376566764,23,3.417585754283112,0.10321032103210322,0.23687434165129542,8.543003329416285,6.832215129035755,0.6414516542154215,5.051393429525945
4,24,3.4189867000970104,22,3.4130869535592328,0.10576057605760576,0.2389878907859607,8.523139207975671,6.84638000945332,0.6462935370537054,5.059319335899326
5,26,3.4297116445538456,24,3.422467325867604,0.10696069606960697,0.23338879651683236,8.50394787912001,6.874308288173822,0.6419112655265526,5.046861968027187
6,32,3.445010873956087,22,3.433800295520567,0.10471047104710471,0.24019553990185893,8.516664363859794,6.890098585632866,0.6412534218421841,5.047064656993178
7,34,3.7716569956583346,23,3.591532367921764,0.09735973597359736,0.2680910647616105,8.393241669433822,6.704399013522136,0.6413791867686769,5.029872407201759
8,36,3.7723546669994734,26,3.589317413932288,0.09705970597059706,0.2652280206422521,8.423979621470588,6.740690237742018,0.6425282616261626,5.0386988089290785
9,26,3.4133262516402443,25,3.4088680022895903,0.10816081608160816,0.24651670877249626,8.51976577115251,6.845813785680679,0.6417199569456945,5.046732461871948
10,28,3.4272000469678963,23,3.4173243587470306,0.10561056105610561,0.23317935929985653,8.482975740833572,6.854074037157865,0.6383951710171016,5.028643809442049
11,25,3.4218117257546803,26,3.4184682567087132,0.10726072607260725,0.2340038060892514,8.495121194998195,6.853437283084729,0.6394864456945694,5.033721608621185
12,36,3.834222915307971,22,3.6016681570343474,0.09540954095409541,0.2749116313463386,8.421537349516928,6.694369777687664,0.6529075135013502,5.059209815722801
13,26,3.4347178859143597,24,3.427551686870304,0.1038103810381038,0.24210867522633664,8.526134291454968,6.837970756142538,0.6408466504650465,5.05004475622728
14,27,3.4315356158073134,20,3.422110545741464,0.1030557219892151,0.23003529098154935,8.476213463744092,6.875344415341119,0.6374824075793889,5.029247637338344
