window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,z_qubit_4,z_qubit_5,z_qubit_6,z_qubit_7,z_qubit_8,z_qubit_9,s_rho,trace_distance,s_entanglement
0,17,3.404066029199311,16,3.3976790147155254,0.1059105910591059,0.2532427156140284,8.546559229066466,6.803081446795505,0.6453284260426043,5.059936823311533,-0.32104769538156186,-0.22088998216347758,0.49210502814424417,-0.05724827350440037,0.321154879016555,-0.5914466146278236,0.26242234056779207,-0.06416998575385267,-0.09926502908588264,-0.28576869945373357,3.404066029223837,0.43457723618377425,0.523354975642816
1,23,3.4125351924084377,20,3.406847410742558,0.1074107410741074,0.2445521925946042,8.510505096286101,6.815748292233751,0.6340380786078608,5.036890068852038,-0.27949541011821827,-0.18666754927439885,0.49236256386797367,-0.048405493050556136,0.3520415946233659,-0.6095581084995112,0.12000662962552103,0.04365077781879745,-0.1038549663902552,-0.36404867275097913,3.412535192441619,0.2187056917195614,0.48868362689052103
2,21,3.415933068828424,19,3.4074630652989346,0.1104110411041104,0.2452668469677342,8.523285291692478,6.781268849839149,0.6447015256525652,5.038579642765675,-0.2908386157769724,-0.1892547463849659,0.4811630158892003,-0.08064987998213233,0.35097510496063056,-0.6100610707914064,0.1679633128297061,-0.001666080119844362,-0.13523296380963115,-0.35600802819999455,3.41593306885872,0.1624455472809114,0.4870965114633578
3,23,3.408459822042162,21,3.40296327731888,0.1122112211221122,0.2314076249831168,8.525004598498496,6.888600653681384,0.6397586804680467,5.064244743000294,-0.28431730626862417,-0.18194832069467456,0.47481309212552464,-0.10238753640047471,0.3614469309415637,-0.6087494635535562,0.11763673499125994,0.026834952152283986,-0.12535544584310862,-0.36569950757983516,3.408459822075342,0.21402463943218764,0.48955917501173163
4,20,3.423825307476298,19,3.4193231734516987,0.1074107410741074,0.2343367410243647,8.506495586174058,6.886478729175845,0.6417829564956495,5.044678734692209,-0.297727666942699,-0.18298482025755275,0.46316227616192984,-0.12779126174872885,0.35431511535365934,-0.6090254800933746,0.19757744576942168,-0.022600073006814762,-0.14559453925464494,-0.34531754091824374,3.4238253075051515,0.1921218814511769,0.49549519985352286
5,19,3.3932861968096675,18,3.390245937623972,0.1071107110711071,0.2318725985084312,8.473904104108795,6.885314597636869,0.6452986732673268,5.019074084161291,-0.29979554458805124,-0.18630274446450248,0.46743717841655,-0.11980592050642673,0.35233554421481145,-0.6092507556972131,0.22991491606006328,-0.031739455183832116,-0.14289496187457143,-0.33247000510044183,3.393286196837078,0.2550667491854039,0.49913286552760094
6,24,3.44788209565615,23,3.4380309192912453,0.1077107710771077,0.2367312259552167,8.455921355551677,6.825957007489906,0.6271411101110111,5.025572623203271,-0.2856241838180371,-0.1715809465575486,0.4550505637871053,-0.1558822543533318,0.368224936709977,-0.6072978922384128,0.09095578234359901,0.04840440702553634,-0.11104569197806223,-0.36985010639549826,3.4478820956907748,0.27792694263434725,0.495766208566413
7,20,3.4214376504817103,20,3.4179661371028978,0.1041104110411041,0.2391927219565114,8.513698619498006,6.848590298920465,0.6375092598259826,5.043816816605721,-0.2982996891622028,-0.18275671760860518,0.4623647406855634,-0.13507815613568722,0.3566922920278692,-0.6086098665640572,0.19572247585589134,-0.02366236520312716,-0.1457423220214593,-0.3468896749229345,3.4214376505105633,0.18076302312675852,0.49706414115019726
8,20,3.4071947243663567,18,3.402274170811683,0.1086108610861086,0.2238156111807866,8.460112395071961,6.881504185753589,0.6414149342934293,5.034739823691927,-0.29323277429627237,-0.19346652722428503,0.4874576543473718,-0.07155797516049084,0.3502015060911708,-0.6100581793342741,0.19999420003878313,-0.013712113941184066,-0.13859110005679134,-0.3419238992813345,3.40719472439521,0.1930902212450125,0.49109164969569025
9,20,3.4197203880745297,16,3.4052370591962613,0.1137113711371137,0.2422249933414783,8.509991575837743,6.8360609972011535,0.6368648397839783,5.043644435656989,-0.29034849017172976,-0.20174870502248385,0.5190279068584481,0.056552798844903676,0.3104290183439444,-0.6120614768393582,0.2030962353735047,-0.010855639449110761,-0.1353662049158716,-0.3413437738547434,3.4197203881033835,0.1818582292621114,0.48046352636697215
10,24,3.4421846174717547,20,3.435699627561784,0.1062106210621062,0.2353520741702113,8.47438120616672,6.870901316322576,0.6343943738373837,5.0428420194605685,-0.2777994990829571,-0.18912038795189215,0.5018588572215654,-0.0010495245039654991,0.33603754633475996,-0.6107942614635764,0.09339740424475587,0.04183712733728934,-0.11655191631749252,-0.3708451345162339,3.4421846175063786,0.28084702643421916,0.47817848756192183
11,24,3.4401736489991226,24,3.4382714571835176,0.1095109510951095,0.2433198888962693,8.491640514075064,6.840146703042179,0.6413064704470447,5.03936655738742,-0.2860744387958028,-0.17159439775721205,0.4534608350037558,-0.14711260833683218,0.36324712985475593,-0.6082894843323454,0.08478275259445385,0.03237353299689842,-0.12580163808034228,-0.3745507756214213,3.4401736490337473,0.2834872552563824,0.48889618117891476
12,23,3.4148594528183067,21,3.4100218564131035,0.1077107710771077,0.245705074107279,8.503960373946857,6.794103259563764,0.6407320912091209,5.028277298847708,-0.2852527670445486,-0.1835901060030343,0.4769785287428321,-0.10284522980435391,0.36339453224204943,-0.6084526851576937,0.10829678477507111,0.024424151681938254,-0.12867843805496065,-0.3690623450622804,3.414859452851488,0.21291498532717254,0.48864750053009987
13,23,3.414580479680425,19,3.4102199199486614,0.1062106210621062,0.2361436650790752,8.45820544925234,6.865849914317312,0.6422825358535853,5.024939645577297,-0.2810013190585625,-0.1927700634503478,0.5081311842828226,0.011580765007077352,0.3374397967341086,-0.6100970907027015,0.1117848377749406,0.021125152950804162,-0.13160986157189467,-0.3686344568204222,3.414580479713606,0.21400753092085723,0.47914173842908525
