src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.6,149.171.126.9,58594,21,TCP,0.60057,0.037,756.756757,47432.432432,1.0,4.492056,28,1755,62.678571,0.0,0,Benign,attack,train,7,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,44321,42488,UDP,0.361905,0.144,55.555556,5833.333333,30.5,47.92442,8,840,105.0,55.425626,0,Benign,attack,train,7,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.1,22222,20067,TCP,0.895203,0.026,3000.0,894769.230769,0.0,1.0,78,23264,298.25641,462.430477,0,Benign,attack,train,7,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,36221,21,TCP,0.583278,0.32,150.0,9381.25,11.479167,25.599064,48,3002,62.541667,0.0,0,Benign,attack,train,7,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,41581,39820,TCP,0.93451,0.117,1145.299145,512376.068376,1.0,2.0,134,59948,447.373134,534.867101,0,Benign,attack,train,7,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.1,55323,21,TCP,0.609261,0.055,363.636364,22381.818182,13.9,29.017064,20,1231,61.55,0.0,0,Benign,attack,train,7,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,51843,28062,TCP,0.916175,0.018,5444.444444,1960444.444444,0.0,0.0,98,35288,360.081633,501.301285,0,Benign,attack,train,7,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.2,9334,6292,TCP,0.858782,0.079,177.21519,28683.544304,13.285714,29.419208,14,2266,161.857143,246.348683,0,Benign,attack,train,7,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.1,45514,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,7,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,54429,143,TCP,0.662047,7.822,31.705446,2952.186142,63.016129,112.513618,248,23092,93.112903,135.113203,0,Benign,attack,train,7,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,22468,46896,TCP,0.954152,0.222,90.09009,41657.657658,26.6,56.119872,20,9248,462.4,552.200371,0,Benign,attack,train,7,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,29499,21,TCP,0.575752,0.326,269.93865,17230.06135,6.0,38.491882,88,5617,63.829545,0.0,0,Benign,attack,train,7,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.1,52734,21,TCP,0.5846,4.138,22.957951,1446.834219,81.578947,168.828569,95,5987,63.021053,0.0,0,Benign,attack,train,7,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.7,4427,21,TCP,0.583278,1.849,25.959978,1623.580314,80.3125,144.997867,48,3002,62.541667,0.0,0,Benign,attack,train,7,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,36364,47628,TCP,0.943541,0.047,468.085106,198978.723404,4.545455,13.138172,22,9352,425.090909,536.660935,0,Benign,attack,train,7,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.0,26673,21,TCP,0.588423,0.147,272.108844,17040.816327,5.0,14.483611,40,2505,62.625,0.0,0,Benign,attack,train,7,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.2,53610,21,TCP,0.584461,0.021,4523.809524,285000.0,0.0,0.0,95,5985,63.0,0.0,0,Benign,attack,train,7,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,22100,20047,TCP,0.939222,0.136,1161.764706,550455.882353,1.0,2.0,158,74862,473.810127,552.849513,0,Benign,attack,train,7,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,12108,38936,TCP,0.934964,0.036,3833.333333,1714444.444444,0.0,0.0,138,61720,447.246377,543.402526,0,Benign,attack,train,7,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,2032,22,TCP,0.574688,0.029,4137.931034,480620.689655,0.0,2.0,120,13938,116.15,161.750425,0,Benign,attack,train,7,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.4,25908,6881,TCP,0.959212,0.047,2212.765957,1435531.914894,0.634615,1.1099,104,67470,648.75,573.251703,0,Benign,attack,train,7,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,60896,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,7,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,19958,21,TCP,0.580273,3.337,20.377585,1297.273,110.455882,234.465471,68,4329,63.661765,0.0,0,Benign,attack,train,7,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,21035,21,TCP,0.577641,1.232,61.688312,3956.980519,33.486842,80.474578,76,4875,64.144737,0.0,0,Benign,attack,train,7,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,3220,21,TCP,0.588423,0.007,5714.285714,357857.142857,0.0,0.0,40,2505,62.625,0.0,0,Benign,attack,train,7,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,59513,21,TCP,0.609261,0.003,6666.666667,410333.333333,0.0,0.0,20,1231,61.55,0.0,0,Benign,attack,train,7,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.6,41131,45650,TCP,0.900953,0.032,2562.5,807062.5,0.0,1.0,82,25826,314.95122,477.53494,0,Benign,attack,train,7,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.3,42017,26551,UDP,0.368932,0.001,8000.0,824000.0,0.0,0.0,8,824,103.0,55.425626,0,Benign,attack,train,7,27,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.14,175.45.176.1,1043,53,UDP,0.0,0.001,1000.0,132000.0,0.0,0.0,1,132,132.0,0.0,0,Benign,attack,train,7,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,19602,25,TCP,0.080773,0.5,184.0,81116.0,10.695652,28.369357,92,40558,440.847826,525.679594,0,Benign,attack,train,7,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,16965,13856,TCP,0.936059,0.039,3435.897436,1574358.974359,0.0,0.0,134,61400,458.208955,558.985841,0,Benign,attack,train,7,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.7,52192,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,7,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,61133,5190,TCP,0.546778,0.005,9200.0,906400.0,0.0,0.0,46,4532,98.521739,93.869233,0,Benign,attack,train,7,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,13386,41128,TCP,0.900951,0.012,6833.333333,2138666.666667,0.0,0.0,82,25664,312.97561,477.53494,0,Benign,attack,train,7,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,13319,21,TCP,0.642466,0.117,102.564103,6239.316239,45.5,87.312657,12,730,60.833333,0.0,0,Benign,attack,train,7,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,28057,21,TCP,0.579081,0.898,62.360802,3949.888641,28.482143,70.635253,56,3547,63.339286,0.0,0,Benign,attack,train,7,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.4,16630,21,TCP,0.584461,2.054,46.251217,2913.82668,42.052632,103.86199,95,5985,63.0,0.0,0,Benign,attack,train,7,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,39844,80,TCP,0.865509,1.005,29.850746,11689.552239,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,attack,train,7,37,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,56975,80,TCP,0.857914,1.005,31.840796,11793.034826,68.6875,253.081069,32,11852,370.375,457.924048,0,Benign,attack,train,7,38,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.9,22193,20064,TCP,0.926709,0.053,2301.886792,930377.358491,0.0,1.0,122,49310,404.180328,521.452098,0,Benign,attack,train,7,39,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,14311,111,UDP,0.354545,0.014,571.428571,62857.142857,2.5,3.905125,8,880,110.0,64.0,0,Benign,attack,train,7,40,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,34953,21,TCP,0.60057,0.054,518.518519,32500.0,2.0,6.554715,28,1755,62.678571,0.0,0,Benign,attack,train,7,41,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,20238,21,TCP,0.642466,0.035,342.857143,20857.142857,68.333333,136.162791,12,730,60.833333,0.0,0,Benign,attack,train,7,42,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.4,29249,37462,TCP,0.940433,0.119,1327.731092,641882.352941,1.0,2.0,158,76384,483.443038,552.849513,0,Benign,attack,train,7,43,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,5521,21,TCP,0.575601,1.502,58.588549,3738.348868,30.488636,71.187492,88,5615,63.806818,0.0,0,Benign,attack,train,7,44,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,16757,37402,TCP,0.929539,0.071,1605.633803,677633.802817,1.0,1.589439,114,48112,422.035088,541.457172,0,Benign,attack,train,7,45,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,48769,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,7,46,0,,,NF-UNSW-NB15-v3-Benign
