src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.6,149.171.126.0,1496,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,2,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.9,26336,61133,TCP,0.870213,0.015,4666.666667,1145466.666667,0.0,0.0,70,17182,245.457143,421.662163,0,Benign,attack,train,2,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,6601,7899,TCP,0.919659,0.028,3928.571429,1467857.142857,0.0,0.0,110,41100,373.636364,503.042629,0,Benign,attack,train,2,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,51670,21,TCP,0.575752,1.391,63.263839,4038.102085,29.977273,68.077492,88,5617,63.829545,0.0,0,Benign,attack,train,2,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.0,4245,80,TCP,0.865509,1.313,22.848439,8947.448591,102.2,276.500922,30,11748,391.6,466.754754,0,Benign,attack,train,2,4,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.18,175.45.176.1,1043,53,UDP,0.0,0.001,1000.0,132000.0,0.0,0.0,1,132,132.0,0.0,0,Benign,attack,train,2,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.9,5430,46245,TCP,0.94631,0.181,1005.524862,532419.889503,1.0,2.0,182,96368,529.494505,579.317465,0,Benign,attack,train,2,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.3,50972,111,UDP,0.354545,0.444,18.018018,1981.981982,99.5,158.766338,8,880,110.0,64.0,0,Benign,attack,train,2,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,42787,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,2,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.3,7897,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,attack,train,2,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,2286,6881,TCP,0.977313,0.562,1170.818505,998117.437722,1.331307,3.588604,658,560942,852.495441,581.378208,0,Benign,attack,train,2,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,53722,111,UDP,0.354545,0.088,90.909091,10000.0,24.0,33.0,8,880,110.0,64.0,0,Benign,attack,train,2,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.2,45924,80,TCP,0.857914,1.005,31.840796,11793.034826,68.6875,253.081069,32,11852,370.375,457.924048,0,Benign,attack,train,2,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.1,38395,21,TCP,0.579318,0.01,5600.0,354900.0,0.0,0.0,56,3549,63.375,0.0,0,Benign,attack,train,2,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.0,52416,30821,TCP,0.898214,0.015,5466.666667,1664933.333333,0.0,0.0,82,24974,304.560976,457.501352,0,Benign,attack,train,2,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,48154,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,2,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.7,65432,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,attack,train,2,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,39195,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,2,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,31928,143,TCP,0.664518,1.822,136.11416,12773.874863,14.0,26.0,248,23274,93.846774,135.113203,0,Benign,attack,train,2,18,0,,,NF-UNSW-NB15-v3-Benign
