src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.4,149.171.126.7,44723,42859,TCP,0.907824,0.018,4777.777778,1594777.777778,0.0,0.0,86,28706,333.790698,490.20677,0,Benign,attack,train,6,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.5,32125,21,TCP,0.955446,0.004,1000.0,50500.0,0.0,0.5,4,202,50.5,0.0,0,Benign,attack,train,6,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.4,13834,39068,TCP,0.860017,0.002,7000.0,1143000.0,0.0,0.0,14,2286,163.285714,246.348683,0,Benign,attack,train,6,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.2,17554,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,55974,21,TCP,0.575752,0.019,4631.578947,295631.578947,0.0,0.0,88,5617,63.829545,0.0,0,Benign,attack,train,6,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.1,46402,111,UDP,0.348624,0.02,400.0,43600.0,3.5,6.22495,8,872,109.0,64.0,0,Benign,attack,train,6,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,17190,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.6,5664,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,27397,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,24458,5190,TCP,0.554815,0.005,7600.0,660400.0,0.0,0.0,38,3302,86.894737,75.470675,0,Benign,attack,train,6,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,57922,28285,TCP,0.935259,0.121,1107.438017,501173.553719,1.0,2.0,134,60642,452.552239,558.985841,0,Benign,attack,train,6,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.7,63299,21,TCP,0.583417,0.136,352.941176,22080.882353,4.0,12.489162,48,3003,62.5625,0.0,0,Benign,attack,train,6,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.1,5431,50709,TCP,0.923645,0.042,2714.285714,1057095.238095,0.0,1.0,114,44398,389.45614,515.619213,0,Benign,attack,train,6,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,17897,36127,TCP,0.359485,0.004,9000.0,1708000.0,0.0,0.0,36,6832,189.777778,269.129421,0,Benign,attack,train,6,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,7693,5956,TCP,0.910695,0.032,2937.5,998687.5,0.0,1.0,94,31958,339.978723,493.162506,0,Benign,attack,train,6,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,32100,30096,TCP,0.914681,0.031,3548.387097,1248451.612903,0.0,1.0,110,38702,351.836364,494.831309,0,Benign,attack,train,6,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.4,26875,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.6,22917,11680,TCP,0.858282,0.046,304.347826,49086.956522,7.714286,16.845638,14,2258,161.285714,246.348683,0,Benign,attack,train,6,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,6254,6881,TCP,0.973307,3.504,93.607306,74968.607306,25.04878,218.485552,328,262690,800.884146,585.956882,0,Benign,attack,train,6,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,23053,65365,TCP,0.929672,0.028,4357.142857,1835285.714286,0.0,0.0,122,51388,421.213115,521.452098,0,Benign,attack,train,6,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.1,10660,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,34948,143,TCP,0.656952,1.718,144.3539,13261.93248,13.0,22.0,248,22784,91.870968,121.082192,0,Benign,attack,train,6,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,50624,6881,TCP,0.516332,0.31,109.677419,10270.967742,19.058824,30.764706,34,3184,93.647059,103.100717,0,Benign,attack,train,6,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,42604,21,TCP,0.609261,0.122,163.934426,10090.163934,23.25,41.527551,20,1231,61.55,0.0,0,Benign,attack,train,6,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,53024,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,13395,41062,TCP,0.902778,0.017,5058.823529,1600941.176471,0.0,0.0,86,27216,316.465116,473.077077,0,Benign,attack,train,6,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,34595,40846,TCP,0.925445,0.046,2478.26087,988478.26087,0.0,1.0,114,45470,398.859649,520.76928,0,Benign,attack,train,6,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,50456,25,TCP,0.083358,0.741,126.855601,54720.647773,15.659574,38.293534,94,40548,431.361702,522.155787,0,Benign,attack,train,6,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,12296,21,TCP,0.955446,0.001,4000.0,202000.0,0.0,0.0,4,202,50.5,0.0,0,Benign,attack,train,6,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,54065,80,TCP,0.865509,1.045,28.708134,11242.105263,80.8,273.515557,30,11748,391.6,466.754754,0,Benign,attack,train,6,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,63012,37191,TCP,0.859004,0.007,10000.0,2259428.571429,0.0,0.0,70,15816,225.942857,383.802564,0,Benign,attack,train,6,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.6,41170,80,TCP,0.865509,1.004,29.880478,11701.195219,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,attack,train,6,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,8706,80,TCP,0.441113,0.003,6000.0,622666.666667,0.0,0.0,18,1868,103.777778,103.539341,0,Benign,attack,train,6,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,12886,44286,TCP,0.872265,0.01,7000.0,1745800.0,0.0,0.0,70,17458,249.4,421.662163,0,Benign,attack,train,6,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,28537,52796,TCP,0.859772,0.044,318.181818,51863.636364,7.142857,16.203426,14,2282,163.0,246.348683,0,Benign,attack,train,6,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.8,4719,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,46341,1287,UDP,0.361905,0.001,8000.0,840000.0,0.0,0.0,8,840,105.0,55.425626,0,Benign,attack,train,6,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.2,50765,21,TCP,0.577468,0.657,115.677321,7417.047184,14.486842,38.647528,76,4873,64.118421,0.0,0,Benign,attack,train,6,37,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.0,1367,32178,TCP,0.944619,0.156,1089.74359,562769.230769,1.0,2.0,170,87792,516.423529,575.850958,0,Benign,attack,train,6,38,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,55141,25,TCP,0.078565,0.568,158.450704,71080.985915,12.888889,36.058423,90,40374,448.6,529.239061,0,Benign,attack,train,6,39,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,35837,21,TCP,0.583417,0.244,196.721311,12307.377049,8.479167,14.496393,48,3003,62.5625,0.0,0,Benign,attack,train,6,40,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.8,58942,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,attack,train,6,41,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.2,1281,25,TCP,0.083132,0.196,479.591837,207438.77551,3.553191,14.570166,94,40658,432.531915,522.155787,0,Benign,attack,train,6,42,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.7,59170,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,43,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,35836,21,TCP,0.609261,0.05,400.0,24620.0,2.45,4.030819,20,1231,61.55,0.0,0,Benign,attack,train,6,44,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,51600,22,TCP,0.594871,0.006,9333.333333,1533666.666667,0.0,0.0,56,9202,164.321429,223.708265,0,Benign,attack,train,6,45,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.9,9997,25,TCP,0.080781,0.443,207.674944,91544.018059,9.695652,28.369357,92,40554,440.804348,525.679594,0,Benign,attack,train,6,46,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,38511,6881,TCP,0.516332,0.231,147.186147,13783.549784,14.058824,25.216639,34,3184,93.647059,103.100717,0,Benign,attack,train,6,47,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,3085,21,TCP,0.955446,0.011,363.636364,18363.636364,6.75,13.064743,4,202,50.5,0.0,0,Benign,attack,train,6,48,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.9,44988,8647,TCP,0.938844,0.039,4051.282051,1907692.307692,0.0,0.0,158,74400,470.886076,552.849513,0,Benign,attack,train,6,49,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.6,34656,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,attack,train,6,50,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.7,7901,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,51,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,46250,25,TCP,0.083305,0.022,4272.727273,1844272.727273,0.0,0.0,94,40574,431.638298,522.155787,0,Benign,attack,train,6,52,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,59391,18186,TCP,0.911171,0.019,5157.894737,1762105.263158,0.0,0.0,98,33480,341.632653,482.094703,0,Benign,attack,train,6,53,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,31778,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,54,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.2,50878,111,UDP,0.354545,0.004,2000.0,220000.0,1.0,1.0,8,880,110.0,64.0,0,Benign,attack,train,6,55,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,20843,21,TCP,0.577641,1.551,49.000645,3143.133462,36.486842,82.48365,76,4875,64.144737,0.0,0,Benign,attack,train,6,56,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.9,15500,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,6,57,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.7,22249,20963,TCP,0.388496,0.582,99.656357,13621.993127,20.034483,29.538383,58,7928,136.689655,223.973998,0,Benign,attack,train,6,58,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,58669,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,attack,train,6,59,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.9,4209,25,TCP,0.083002,0.03,3133.333333,1357400.0,0.0,0.743768,94,40722,433.212766,522.155787,0,Benign,attack,train,6,60,0,,,NF-UNSW-NB15-v3-Benign
