src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.0,149.171.126.9,62649,21,TCP,0.583417,0.17,282.352941,17664.705882,5.0,13.488421,48,3003,62.5625,0.0,0,Benign,attack,train,5,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,39958,52579,TCP,0.954152,0.54,37.037037,17125.925926,64.8,123.159084,20,9248,462.4,552.200371,0,Benign,attack,train,5,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,60075,21,TCP,0.642466,0.002,6000.0,365000.0,0.0,0.0,12,730,60.833333,0.0,0,Benign,attack,train,5,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.1,33700,31975,TCP,0.888564,0.011,7090.909091,1988909.090909,0.0,0.0,78,21878,280.487179,441.260014,0,Benign,attack,train,5,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,62776,24325,TCP,0.855726,0.046,304.347826,48217.391304,7.714286,16.845638,14,2218,158.428571,246.348683,0,Benign,attack,train,5,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,48583,5190,TCP,0.679904,0.004,6000.0,831000.0,0.0,0.0,24,3324,138.5,194.575321,0,Benign,attack,train,5,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,15805,25,TCP,0.083157,0.354,265.536723,114819.20904,7.106383,20.155496,94,40646,432.404255,522.155787,0,Benign,attack,train,5,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,46377,1046,TCP,0.410886,0.402,144.278607,18646.766169,13.517241,21.528843,58,7496,129.241379,141.688946,0,Benign,attack,train,5,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.1,44494,143,TCP,0.656794,0.814,304.668305,27955.773956,6.0,12.0,248,22756,91.758065,132.878616,0,Benign,attack,train,5,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,65189,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,5,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.1,14867,80,TCP,0.857914,1.2,26.666667,9876.666667,81.9375,252.390934,32,11852,370.375,457.924048,0,Benign,attack,train,5,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,32204,80,TCP,0.865509,1.109,27.051398,10593.327322,86.0,268.316604,30,11748,391.6,466.754754,0,Benign,attack,train,5,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,27514,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,5,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.9,45700,5190,TCP,0.533103,0.179,268.156425,25821.22905,7.0,12.0,48,4622,96.291667,92.221954,0,Benign,attack,train,5,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,36016,21,TCP,0.580273,0.102,666.666667,42441.176471,2.0,10.497199,68,4329,63.661765,0.0,0,Benign,attack,train,5,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,53985,25,TCP,0.083333,0.022,4272.727273,1843636.363636,0.0,0.0,94,40560,431.489362,522.155787,0,Benign,attack,train,5,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,30358,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,attack,train,5,16,0,,,NF-UNSW-NB15-v3-Benign
