window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.4047695375201887,16,3.399142075764268
1,24,3.430428554452984,21,3.4244680644769057
2,21,3.4149021854427524,20,3.4102622343437727
3,23,3.4274172448205467,20,3.418170677642001
4,20,3.4286472739372544,18,3.4205081034426
5,21,3.4247065362373466,18,3.4163799689567176
6,21,3.392021735678224,18,3.3877058429309153
7,22,3.4149765691277136,19,3.4117786451624075
8,22,3.425499708142536,21,3.4192492033646866
9,21,3.4203117389781115,19,3.4175904642647543
10,22,3.4312571490623127,19,3.423610523304461
11,26,3.4677491706554098,20,3.4485452861646797
12,25,3.4162696795153913,19,3.4040991738072086
13,22,3.4347078364336756,20,3.429519665742417
14,22,3.436356305268156,20,3.4281421985414084
