window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,19,3.4018714157035834,17,3.398127654263137
1,23,3.4125775173828172,19,3.4094192544280553
2,23,3.419297375924679,22,3.416713694585889
3,25,3.4362840995116293,22,3.4298985401449147
4,20,3.4080998740789616,17,3.406282611437826
5,24,3.430129349925821,20,3.420890744854211
6,29,3.7290589491711907,18,3.5715736113229353
7,34,4.147867923553461,23,3.591221498280211
8,23,3.4287365892817743,18,3.4179910575536225
9,23,3.432681968203856,20,3.4232187911742997
10,32,3.7786127293096117,22,3.5929207667876897
11,32,3.49842505017513,21,3.472705454792301
12,21,3.412593183017452,21,3.406226379333127
13,22,3.4111707649805716,18,3.4062194149312237
14,21,3.4436479412099,20,3.432339354060318
