window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.4115880564377226,16,3.4019594667959083
1,23,3.4573915011097345,22,3.4479255589907547
2,20,3.411642057764773,17,3.4029546739698597
3,33,3.7164406450299383,21,3.5815306209230533
4,32,3.7813605040268623,22,3.6061114916068204
5,22,3.426406276272407,21,3.4228250582984443
6,23,3.4310087701661685,21,3.4239870299236266
7,22,3.414101659235171,20,3.4084030299971433
8,18,3.406852197245941,17,3.4028387114991325
9,22,3.423193563356017,20,3.4183895266205937
10,25,3.44317848371238,24,3.437954228362555
11,19,3.4094167855463082,16,3.4014588792841374
12,22,3.439955067213496,19,3.4306901665450313
13,26,3.441422339665343,20,3.4313270248810372
14,34,3.9944874008166065,22,3.6389605160523417
