window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,22,3.404789006752416,21,3.403398614373741
1,18,3.3960376971183353,17,3.3893088436195917
2,31,4.044055867086454,20,3.623966827404219
3,30,4.041033755994441,20,3.6046446581645464
4,21,3.4160897651496827,18,3.4091736375104364
5,23,3.4120158176258517,19,3.4032196960678163
6,19,3.4185985197290165,16,3.4103515259898947
7,21,3.419610724624964,18,3.4128188538076576
8,21,3.4101209832256254,18,3.4018703905990613
9,23,3.443449226079338,20,3.431896680577259
10,20,3.4185655048155237,19,3.4140951572403546
11,25,3.445235216638075,20,3.4316506604480908
12,27,3.4480460356764917,22,3.439932074358994
13,23,3.4113422784156864,21,3.4053729603287923
14,20,3.419615899598801,19,3.411117434816844
