window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,18,3.4340705881142464,17,3.431165447605923,0.1134453781512605,0.23178751602646805,8.478173590777844,6.84940395691095,0.625907675270108,5.05745048131881
1,23,3.4429622389508783,18,3.4258014515295447,0.11584633853541416,0.23090421459787872,8.562531124773784,6.8962214275141545,0.6499010702280913,5.068108886346212
2,16,3.3939705477592863,15,3.3915315908992163,0.10624249699879952,0.24867044699486687,8.52667805363306,6.770889273747235,0.631602137454982,5.054705903304741
3,19,3.43755399167099,16,3.43034830946665,0.10864345738295318,0.23724048509331064,8.444325555217493,6.829838332308999,0.6432802737094838,5.025954052521146
4,18,3.424500619061911,16,3.4195871263737425,0.10804321728691477,0.24974146431227584,8.569531596362376,6.837348940873783,0.6416836326530613,5.060913520584262
5,19,3.404022648148662,18,3.4060818851277848,0.10864345738295318,0.23923789939612855,8.496000777062331,6.825305796220599,0.6353307827130853,5.04306278421873
6,20,3.4260883789530365,18,3.418675214015307,0.11284513805522209,0.22357711363356092,8.52739957135438,6.900387527904288,0.637249456182473,5.0601701211007
7,18,3.4277267579463158,16,3.4236571510808833,0.10744297719087635,0.22361794485164999,8.47445118684779,6.889911302512818,0.6324533409363745,5.036503312470217
8,19,3.4065648469682825,17,3.4019939607846523,0.10864345738295318,0.2241872418591855,8.449707593715267,6.876092364189839,0.6399482593037216,5.0246340463160175
9,19,3.433652186977368,16,3.427009440060266,0.11284513805522209,0.2520105493338402,8.517634242180959,6.7789306900318325,0.6375577623049219,5.060596161533942
10,15,3.40280419040159,13,3.399253366365368,0.11104441776710684,0.24401855302692788,8.514478488019872,6.817700033719911,0.6389931410564226,5.0499096692493985
11,24,3.448848385222388,21,3.4378371149693203,0.11404561824729892,0.23653260599824552,8.50148454232513,6.900020907209216,0.6347648547418968,5.039426561375344
12,19,3.4057239553063408,16,3.395192679845711,0.11104441776710684,0.24133589027973162,8.483718033477402,6.848665810440475,0.6378410780312124,5.030751992539355
13,19,3.406974226293453,16,3.401894411150982,0.11224489795918367,0.2377237754412998,8.555173547055661,6.859084641599767,0.6349850522208884,5.077635171941781
14,18,3.4040514745566735,18,3.4013494501353105,0.110381861575179,0.25179406535202403,8.560973979467292,6.806992500675709,0.638889923627685,5.062113962143234
