window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,22,3.413438484896983,22,3.4071858259781385,0.456538391929503,-0.24142079529047106,0.321865248248438,0.647231823067078,3.4134384849287205,0.33468904934232224,1.1372258882082373
1,25,3.409770305437323,21,3.403609405479645,0.49572284071409667,-0.20888268031681062,0.22929525052785804,0.6523284339929376,3.409770305473387,0.14934586029004351,1.3446675334107427
2,24,3.4215747598000785,24,3.41475959220932,0.4575667907780363,-0.24060693415339676,0.3030579626861643,0.5575488946555471,3.4215747598346997,0.18408976794923362,1.2415177801159765
3,23,3.4047276688511885,22,3.4006999158405757,0.4641037344813986,-0.23517189405599553,0.2962679843419709,0.591782858535667,3.4047276688843686,0.24881499608918375,1.2393468330034048
4,25,3.419397162328719,22,3.414582094477251,0.4876018613253482,-0.21563474222998197,0.2521509594036161,0.6470504233719411,3.4193971623647834,0.14362407892976245,1.30604417028764
5,23,3.3965633983638206,20,3.392420231283124,0.4913484112254076,-0.21251973162903953,0.24163667718061732,0.644737537631402,3.3965633983969994,0.24563819248911117,1.3271805437673574
6,26,3.435303520195668,24,3.427370641109737,0.476883289274341,-0.22454653213175949,0.2727041823525484,0.6119560792829521,3.435303520233174,0.1535208523848191,1.282923036054846
7,22,3.4253028577536195,21,3.419626130942371,0.4659875185210574,-0.23360565113652107,0.2918741185170592,0.58825285791252,3.425302857785357,0.33098269795523616,1.2520753221340817
8,26,3.411569031316142,21,3.4068425512712746,0.500841760414033,-0.2046266342061147,0.21181099439923318,0.6686081498416715,3.41156903135365,0.15558448445204032,1.363031406256375
9,25,3.429994364534814,21,3.420046635040096,0.49739498883351546,-0.20749239878919673,0.2233611279568703,0.6506504951732605,3.429994364570879,0.14474135063296625,1.3553555413767775
10,26,3.428754077713469,21,3.422892603081168,0.5015387072581202,-0.20404716860028083,0.2070683966259637,0.6571435690756391,3.4287540777509746,0.15945872186080218,1.3763391906574032
11,27,3.4328424415256804,27,3.4277801742056986,0.45757511962371084,-0.24060000926429514,0.30290768629920345,0.5567953153282784,3.4328424415646297,0.21546036082038414,1.2423193592223896
12,28,3.425102708433154,24,3.419225847245859,0.4921699829836364,-0.21183664857807635,0.24165454978848627,0.6627440810516102,3.425102708473547,0.2910678755113379,1.3171279791406192
13,26,3.4282371976711508,21,3.42118393811901,0.5013600074485446,-0.20419574577556548,0.2076648562358872,0.6548621968649468,3.428237197708658,0.15633289250135318,1.3767776992877032
14,23,3.414945727344088,21,3.412263225459573,0.4812194627754804,-0.22094128816494008,0.2641881550749196,0.6209473898305746,3.4149457273772637,0.2512114378004611,1.29612610999277
