window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,13,3.3713419324891927,13,3.368526823880733
1,17,3.4139428592735364,15,3.4079381174866312
2,15,3.3940082061438837,14,3.3782457994433526
3,15,3.3880484568647535,14,3.389213973072086
4,15,3.387753920184195,14,3.3922292859125207
5,19,3.4025142436653075,16,3.400191783329271
6,14,3.3829282472527664,15,3.3879955975095815
7,16,3.424997673944744,15,3.414592463154292
8,18,3.434853123063938,19,3.4382696887093664
9,16,3.412707202598672,15,3.4170555423456253
10,15,3.3723472429861707,14,3.3782312879541183
11,16,3.390576434345991,15,3.3897756860907364
12,16,3.4094212888238187,15,3.397875291374459
13,18,3.4325435123029155,16,3.421212362943181
14,17,3.4107060530553723,15,3.4016786149987377
