window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,15,3.398190302939346,13,3.3854697688519826
1,16,3.3995713576256072,16,3.3995115820855752
2,16,3.391437381339779,16,3.3996833368874473
3,16,3.408456475934006,14,3.398052251143614
4,18,3.425851438415165,17,3.419196427433027
5,20,3.4663761912870843,18,3.4517540038135373
6,18,3.438648590401691,16,3.4332940371015
7,17,3.4091241453834633,16,3.3988524766087687
8,20,3.4623328134404487,18,3.4470010391810764
9,25,3.8245501154203168,17,3.5823761410438695
10,23,4.0495672988984985,15,1.9938206581708682
11,25,4.307235884320713,16,3.3773797286047844
12,15,3.3844571818120417,13,3.384488769835005
13,17,3.395796562898282,15,3.3862085163518634
14,15,3.3867190069687774,14,3.3831932891348657
