window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,17,3.466420038814276,16,3.456601852946523
1,13,3.3839667910009332,13,3.3765845287857337
2,15,3.390028525809848,16,3.394183048297407
3,18,3.4403644859762696,16,3.441596777689705
4,14,3.363685711147742,14,3.365639801387474
5,16,3.403090343818446,15,3.3958358530192347
6,13,3.36464377824433,13,3.359786514333082
7,26,3.857451365885948,18,3.6130949367425282
8,23,4.252409443787497,15,2.5187672422512324
9,25,4.193532984485444,15,3.5561325710280176
10,16,3.435814333952837,15,3.436715897370263
11,14,3.391442544951233,14,3.3847655197957685
12,15,3.3860667398088813,14,3.382124613748176
13,18,3.437303593879304,16,3.4213088571073795
14,18,3.39775213076779,16,3.401834041024951
