window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,17,3.426907659831191,15,3.4224676390005757
1,18,3.4290794275926926,16,3.424866426892293
2,16,3.4049147613767428,17,3.4074077213194016
3,15,3.406004347412743,14,3.395967964181222
4,14,3.3515513183775005,13,3.3562050923317677
5,18,3.4076563575668315,17,3.4024121120099204
6,16,3.4087356530749076,14,3.3953302145690554
7,16,3.4144767553222644,15,3.4058493845656246
8,16,3.4016296061862663,14,3.399274220145158
9,15,3.3833294687156106,14,3.378111723639947
10,14,3.4038231350442887,13,3.4017493576109885
11,15,3.39938167864005,15,3.3924325326704654
12,13,3.3559376160924725,13,3.3579453254997103
13,14,3.3703777077562096,13,3.357690109414831
14,15,3.4030020026618595,15,3.40230925445007
