window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,14,3.3945213781912016,13,3.380491907013522
1,17,3.4105248500091787,15,3.4005618004899594
2,14,3.3915126604027557,13,3.3825016312784126
3,16,3.414409867247279,14,3.3986466465576237
4,17,3.4540528639179633,15,3.44175925536036
5,18,3.4174202593959255,16,3.4155209248557883
6,17,3.446545418537862,16,3.4392674125168563
7,17,3.4453800468908256,15,3.4423906891854426
8,14,3.3784769740499345,13,3.376563065698799
9,13,3.353683483741134,14,3.363866117866462
10,16,3.4487946766663744,14,3.4294618466933784
11,16,3.402209165473102,14,3.3896399926773344
12,17,3.413267444957446,17,3.4074224270408298
13,16,3.3984622469188737,15,3.39797400664719
14,19,3.471572445839195,15,3.44935308734946
