window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,14,3.392211878014952,14,3.393707496719365
1,15,3.3945080172934006,16,3.399557794050869
2,16,3.3938568961057185,14,3.383668437452218
3,15,3.391816200847587,15,3.3834915946409216
4,14,3.384259396679001,13,3.37738802506
5,15,3.3891426689902615,14,3.3905221756264288
6,13,3.3587962533042472,12,3.350390385848595
7,17,3.4018150704716015,15,3.403012689499256
8,17,3.424491858965516,15,3.4137369116391034
9,16,3.4052839321271007,15,3.3944248968066573
10,24,3.5782332123129343,15,3.5049805310927606
11,24,4.306399974323744,17,2.73672880214868
12,23,4.298804717448432,15,2.730542687844177
13,24,3.7086954709309143,17,3.550286220007522
14,17,3.4217025172745403,16,3.4217833139367406
