window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,16,3.3983352660923454,14,3.390965211080317
1,15,3.414049192395183,15,3.417919043369794
2,17,3.396527705361589,16,3.3961696028853687
3,16,3.384175576888569,15,3.3805638499424746
4,15,3.411418735686876,15,3.406677223337593
5,17,3.4164560277030094,16,3.4153432068663467
6,18,3.427034900900915,15,3.4110418803665064
7,14,3.37763763442487,13,3.372801920672672
8,16,3.3943301789982683,15,3.389041123609813
9,19,3.4421383413205686,17,3.434404593215687
10,14,3.384921881824917,13,3.377667079919096
11,19,3.45121037290424,17,3.446854335953268
12,13,3.3664746969497537,12,3.3635124768995865
13,14,3.3733890901076484,13,3.360460902780716
14,16,3.4230970255934823,15,3.4137149663530306
