dataset,dataset_id,split,kind,window_id,src_ip,flow_count,window_flow_count,flow_fraction,label_available,unique_dst_ip_count,top_dst_ip_share,window_unique_dst_ip_count,unique_dst_ip_ratio_to_window,unique_dst_port_count,top_dst_port_share,window_unique_dst_port_count,unique_dst_port_ratio_to_window,unique_src_port_count,total_packets_mean,total_packets_sum,total_packets_std,window_total_packets_mean,window_total_packets_sum,total_packets_mean_ratio_to_window,total_packets_sum_fraction_of_window,total_bytes_mean,total_bytes_sum,total_bytes_std,window_total_bytes_mean,window_total_bytes_sum,total_bytes_mean_ratio_to_window,total_bytes_sum_fraction_of_window,packets_per_second_mean,packets_per_second_std,window_packets_per_second_mean,window_packets_per_second_sum,packets_per_second_mean_ratio_to_window,duration_mean,duration_std,window_duration_mean,window_duration_sum,duration_mean_ratio_to_window,packet_size_avg_mean,packet_size_avg_std,window_packet_size_avg_mean,window_packet_size_avg_sum,packet_size_avg_mean_ratio_to_window,packet_size_std_mean,packet_size_std_std,window_packet_size_std_mean,window_packet_size_std_sum,packet_size_std_mean_ratio_to_window,outbound_byte_ratio_mean,outbound_byte_ratio_std,window_outbound_byte_ratio_mean,window_outbound_byte_ratio_sum,outbound_byte_ratio_mean_ratio_to_window,flow_count_rank_desc,flow_count_rank_pct,total_packets_sum_rank_desc,total_packets_sum_rank_pct,total_bytes_sum_rank_desc,total_bytes_sum_rank_pct,packets_per_second_mean_rank_desc,packets_per_second_mean_rank_pct,preserved_by_label_for_eval,q_z_0,q_z_1,q_z_2,q_z_3,q_z_4,q_z_5,q_zz_0_1,q_zz_1_2,q_zz_2_3,q_zz_3_4,q_zz_4_5,q_zz_5_0,q_measurement_entropy,q_linear_entropy,q_benign_z_l2,q_benign_z_mean_abs,q_benign_z_cosine_distance
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.1,686,6666,0.1029102910291029,0,10,0.1122448979591836,25,0.4,244,0.217201166180758,2121,0.115040075436115,675,3.647698448071629,2502.321135377137,1.3688901805661844,3.5516596269848195,23675.363073480807,1.0270405475674314,0.1056930416488535,8.668828212883499,5946.816154038081,2.071848733039058,8.522486372628636,56810.89415994249,1.0171712612794388,0.1046773905247067,6.9059577822155065,1.9045091176528364,6.849434224224528,45658.328538680704,1.008252295903663,0.2522660580106093,0.4818084744909197,0.2449184388795906,1632.6263135713514,1.0300002693330532,5.091710335256257,0.8575137425359279,5.050494366879425,33666.595449618246,1.008160779001581,3.605853924493415,2.826427340854115,3.5137971779663517,23422.971988323698,1.0261986511641354,0.6665421982507289,0.2388862737337428,0.6425853457845784,4283.473915,1.0372819775976994,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.6296296296296297,0,0.2518358781623083,-0.08911238781724434,0.028866863886913688,-0.13210570863908802,-0.07770672831121934,0.2940544826520662,-0.01564698627884341,-0.3239377217241106,-0.00033312514337151267,0.5882162785524552,-0.09277255000597984,0.8564259109094688,0.7611945820334155,0.9410955573124954,0.5177430422703359,0.17451405536075013,1.7491567689461354
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.4,683,6666,0.1024602460246024,0,10,0.1332357247437774,25,0.4,234,0.199121522693997,2121,0.1103253182461103,677,3.449885860437025,2356.272042678488,1.32196946114649,3.5516596269848195,23675.363073480807,0.9713447297216948,0.0995242199819858,8.384345777426086,5726.508165982017,1.9804374488133003,8.522486372628636,56810.89415994249,0.9837910453402176,0.1007994725423595,6.86155996227207,1.951458189103427,6.849434224224528,45658.328538680704,1.001770326957029,0.2388264733129853,0.4340465207573117,0.2449184388795906,1632.6263135713514,0.9751265539888552,5.015034477093449,0.8105283083834891,5.050494366879425,33666.595449618246,0.9929789269702948,3.4112083046373494,2.821372446350213,3.5137971779663517,23422.971988323698,0.9708039855082424,0.6404410541727672,0.2344245845924414,0.6425853457845784,4283.473915,0.9966630244124334,2.0,0.9629629629629628,4.0,0.8888888888888888,4.0,0.8888888888888888,11.0,0.5555555555555556,0,0.5212595097088377,-0.11013368989853069,0.0210162707505113,-0.020425357950406266,-0.015481259406158186,0.584273826904093,-0.003967745941047235,-0.19082508512948396,-0.07763559917330035,0.7579431138366104,-0.015801070206304793,0.8921493411246046,0.6420647688241656,0.8910527282738936,0.8713008346973918,0.24099869955236639,1.6641669977916822
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.3,676,6666,0.1014101410141014,0,10,0.1183431952662721,25,0.4,230,0.2440828402366864,2121,0.1084394153701084,669,3.6281343226883775,2452.618802137343,1.2900672456325264,3.5516596269848195,23675.363073480807,1.0215321015343133,0.103593714467026,8.583786355694977,5802.639576449805,1.93978784858306,8.522486372628636,56810.89415994249,1.0071927346534946,0.1021395572495893,6.7995091991431735,1.9315401642705008,6.849434224224528,45658.328538680704,0.9927110731416642,0.2520101212735108,0.4326058344716766,0.2449184388795906,1632.6263135713514,1.0289552817107686,5.024519477480653,0.8295561692009283,5.050494366879425,33666.595449618246,0.9948569610196752,3.490576167503737,2.806976734070926,3.5137971779663517,23422.971988323698,0.9933914767169192,0.6348045961538461,0.2428260016966476,0.6425853457845784,4283.473915,0.9878914922635962,3.0,0.925925925925926,2.0,0.9629629629629628,2.0,0.9629629629629628,14.0,0.4444444444444444,0,0.7350989338616616,0.35488380496586236,-0.06534330687872655,0.09459053445458479,0.06836658716193456,0.7578302267024096,0.2915588740015167,-0.18412591942597115,0.2016831894362835,0.7227635149345633,0.06688215830876329,0.9700047688257832,0.6202912165514993,0.8772632937739102,1.1655905085318103,0.34739750618996773,1.3404721019428025
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.5,665,6666,0.0997599759975997,0,10,0.1203007518796992,25,0.4,232,0.2165413533834586,2121,0.1093823668081093,658,3.604941577575799,2397.2861490879063,1.2972341247799366,3.5516596269848195,23675.363073480807,1.0150019867292894,0.1012565738336299,8.634698112813712,5742.074245021118,1.9890565074047104,8.522486372628636,56810.89415994249,1.013166549675628,0.1010734706772115,6.814823777593419,1.9625851331079087,6.849434224224528,45658.328538680704,0.994946962698218,0.2446791840189847,0.4255947814528457,0.2449184388795906,1632.6263135713514,0.9990231243441678,5.100397529640793,0.8485916524108892,5.050494366879425,33666.595449618246,1.0098808471282783,3.6205846921650298,2.83636581588079,3.5137971779663517,23422.971988323698,1.0303909158070652,0.6568874090225564,0.2441216801126727,0.6425853457845784,4283.473915,1.0222570641110955,4.0,0.8888888888888888,3.0,0.925925925925926,3.0,0.925925925925926,13.0,0.4814814814814814,0,0.6969393506887165,0.42892022553278664,-0.06387725286060306,0.026995837858652755,0.01771071952020553,0.7382373428627281,0.33183561954643587,-0.1489257187190403,0.2640350750004579,0.6560537077210494,0.018401147563313514,0.94405865190473,0.6405446354859962,0.8782895289411828,1.145076731107285,0.33579943232642456,1.3112684096614224
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.6,657,6666,0.0985598559855985,0,10,0.1187214611872146,25,0.4,185,0.2039573820395738,2121,0.0872230080150872,647,3.576840079213652,2349.9839320433694,1.3715907665962213,3.5516596269848195,23675.363073480807,1.0070897706631334,0.0992586227611279,8.543084575829882,5612.806566320232,2.0415043502583123,8.522486372628636,56810.89415994249,1.002416924158119,0.0987980676825508,6.760768675597657,1.9940720640274008,6.849434224224528,45658.328538680704,0.9870550551002758,0.2790801608677675,0.4621951055039685,0.2449184388795906,1632.6263135713514,1.1394820338740268,5.040741751626727,0.8347533502213621,5.050494366879425,33666.595449618246,0.9980689780951634,3.5280945150853094,2.780739215962028,3.5137971779663517,23422.971988323698,1.004068913598261,0.6511117640791476,0.2291538087677885,0.6425853457845784,4283.473915,1.013268927389184,5.0,0.8518518518518519,5.0,0.8518518518518519,5.0,0.8518518518518519,17.0,0.3333333333333333,0,0.6492553795462526,0.6335231299811659,0.1185877115874161,-0.1003385269842926,-0.019059008439940045,0.9188392586216206,0.64453154180095,0.18718765894299966,0.35366746479567035,0.18994706233751713,-0.011755356169272008,0.7066038738051101,0.6752176856572053,0.9039262959926948,1.3383304646215597,0.4142782011446271,1.2916242827213744
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.2,650,6666,0.0975097509750975,0,10,0.1307692307692307,25,0.4,224,0.2215384615384615,2121,0.1056105610561056,647,3.577807765079425,2325.5750473016265,1.3639104290058888,3.5516596269848195,23675.363073480807,1.0073622308556645,0.0982276402724545,8.515188708841702,5534.872660747106,2.034973204062033,8.522486372628636,56810.89415994249,0.9991437165789584,0.0974262549919476,6.925448308040904,1.946563259237161,6.849434224224528,45658.328538680704,1.0110978631705865,0.2481631888561519,0.4371114832876878,0.2449184388795906,1632.6263135713514,1.0132482878439235,5.011777556662007,0.8270169487399284,5.050494366879425,33666.595449618246,0.9923340553607348,3.396938016372524,2.8145936328259946,3.5137971779663517,23422.971988323698,0.9667427698085124,0.6299589538461539,0.2392892513351639,0.6425853457845784,4283.473915,0.9803506382128772,6.0,0.8148148148148148,7.0,0.7777777777777778,8.0,0.7407407407407407,5.0,0.8518518518518519,0,0.494294402559399,-0.00957914628506916,0.0012835350075174074,-0.1119271665411235,-0.04921716439427754,0.7386322712859033,-0.11282700278245451,-0.1339926303785654,-0.007163580278580356,0.43972492036769795,-0.05532242805742442,0.6692022834297092,0.7526590798421513,0.9275217392624344,0.9784036881859249,0.26681039799238765,1.6810564599239812
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.8,649,6666,0.0973597359735973,0,10,0.1201848998459167,25,0.4,259,0.1941448382126348,2121,0.1221122112211221,641,3.6200777964019775,2349.4304898648834,1.2986835824961764,3.5516596269848195,23675.363073480807,1.0192637179805548,0.099235246470054,8.63691169513372,5605.355690141785,1.9572780702976456,8.522486372628636,56810.89415994249,1.013426284009392,0.0986669154398583,6.850351010470357,1.875864050177068,6.849434224224528,45658.328538680704,1.0001338484633644,0.2208519880693453,0.3840847651326179,0.2449184388795906,1632.6263135713514,0.9017368764869632,5.087607476016375,0.8198582726192579,5.050494366879425,33666.595449618246,1.0073484111536355,3.710978418379452,2.7725565921656736,3.5137971779663517,23422.971988323698,1.0561162840159208,0.6536839630200307,0.2462578659060529,0.6425853457845784,4283.473915,1.0172718181456524,7.0,0.7777777777777778,6.0,0.8148148148148148,6.0,0.8148148148148148,12.0,0.5185185185185185,0,0.28178555124231713,0.43519677423884223,-0.04494154195716696,-0.04361377660275737,-0.01780828737086411,0.449657230997967,0.12757251877316286,-0.10326717617741873,0.11624458523114695,0.40831793891791024,-0.029445697616372526,0.6266674520432464,0.8274794556817063,0.9486189693149767,0.7182060909884544,0.22402714055289993,1.1755331167266854
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.0,646,6666,0.0969096909690969,0,10,0.1191950464396284,25,0.4,223,0.1888544891640866,2121,0.1051390853371051,640,3.5894662468423717,2318.795195460172,1.299163821349766,3.5516596269848195,23675.363073480807,1.0106447756339894,0.0979412728862221,8.587047963012147,5547.232984105846,1.957926609362146,8.522486372628636,56810.89415994249,1.0075754407294637,0.0976438245891439,6.889275460245916,1.959442295779548,6.849434224224528,45658.328538680704,1.0058167192671883,0.2346453666524702,0.4082738203442939,0.2449184388795906,1632.6263135713514,0.958055129396889,5.069276781921437,0.8159662439335025,5.050494366879425,33666.595449618246,1.003718926045178,3.6627051924317526,2.7647480182256303,3.5137971779663517,23422.971988323698,1.0423780904029252,0.6595615634674923,0.2298285975439826,0.6425853457845784,4283.473915,1.026418619400955,8.0,0.7407407407407407,8.0,0.7407407407407407,7.0,0.7777777777777778,10.0,0.5925925925925926,0,0.2367738998525014,0.331664388106201,0.06610887310876297,-0.17433441589549023,-0.04986207499281048,0.8098790085666117,0.21607474254792106,0.1993246048701329,0.1669854762544178,0.2860139504680568,-0.07652930909664779,0.2923571266176694,0.8032985643829397,0.9494304414120178,0.9892473856603409,0.28578147537157544,1.503389184292114
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.9,638,6666,0.0957095709570957,0,10,0.1206896551724138,25,0.4,225,0.2084639498432602,2121,0.106082036775106,637,3.556741592403855,2269.20113595366,1.3329798192437703,3.5516596269848195,23675.363073480807,1.0014308706218422,0.0958465189704073,8.533245729989735,5444.210775733451,2.016162144164209,8.522486372628636,56810.89415994249,1.0012624669481027,0.0958304011270461,6.785634828968794,1.948321657555028,6.849434224224528,45658.328538680704,0.9906854503354316,0.2635734007852796,0.4991300190004816,0.2449184388795906,1632.6263135713514,1.0761680581953257,5.050788502343846,0.8236173404303968,5.050494366879425,33666.595449618246,1.0000582389451516,3.544304562865718,2.807511832592502,3.5137971779663517,23422.971988323698,1.0086821701294162,0.6557440579937304,0.2342091185627529,0.6425853457845784,4283.473915,1.0204777657870263,9.0,0.7037037037037037,9.0,0.7037037037037037,9.0,0.7037037037037037,16.0,0.3703703703703703,0,0.08898256454778708,0.4234758353960427,0.2556471772707704,-0.40984080193469263,0.028534473827134345,0.6627882218627474,0.1294110981125864,0.6036877571342039,-0.014065757335206569,-0.06962331152104584,-0.09890976750347723,0.13425489713396582,0.810745530591201,0.9555243520016194,0.9795560078114229,0.3233805209984875,1.4058579385425058
attack_train_01_clean,attack_train_01_clean,train,attack,0,59.166.0.7,624,6666,0.0936093609360936,0,10,0.1282051282051282,25,0.4,232,0.2083333333333333,2121,0.1093823668081093,617,3.586854846129442,2238.197423984772,1.3123261434669318,3.5516596269848195,23675.363073480807,1.0099095135348035,0.0945369841652741,8.54602500254528,5332.719601588255,1.9690497715388504,8.522486372628636,56810.89415994249,1.0027619439782551,0.0938679047468393,6.950422581072744,1.8761839107176856,6.849434224224528,45658.328538680704,1.014744043601594,0.2173084850509144,0.4166017534766866,0.2449184388795906,1632.6263135713514,0.8872687823955544,5.031680843377861,0.8146199616693444,5.050494366879425,33666.595449618246,0.9962749144668012,3.5627844885581967,2.7806240617452898,3.5137971779663517,23422.971988323698,1.0139414166813685,0.6626509006410257,0.2272710299227497,0.6425853457845784,4283.473915,1.031226287664478,10.0,0.6666666666666666,10.0,0.6666666666666666,10.0,0.6666666666666666,4.0,0.8888888888888888,0,-0.16181130325721327,0.2075258726677584,0.034042006571182636,-0.22064761031204247,-0.002619486469001677,0.6526461456106799,-0.021404440709734684,0.16403740957004773,0.07025219182216214,0.01187180982969735,-0.0406879710092526,-0.2479311405506067,0.8962895629287544,0.9699793596099161,0.8081700880206665,0.2210036886401412,1.5648850140028274
