window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,17,3.466420038814276,16,3.456601852946523,0.47819392559796503,-0.22334528958375016,0.28470283061327534,0.7175575821181646,3.4664200388388,0.7910938166432393,1.192612189773553
1,13,3.383966791000933,13,3.3765845287857337,0.4576833968780796,-0.2405099838264398,0.3010101107128143,0.5472332143003145,3.3839667910196884,0.9744025477293091,1.252386983265814
2,15,3.390028525809848,16,3.394183048297407,0.4436132799425432,-0.248682945030603,0.2746521949209003,0.5732188253471912,3.3900285258314877,0.9260148064953702,1.2295611137500952
3,18,3.4403644859762696,16,3.441596777689705,0.4877054461962925,-0.21554861820128995,0.2523485627956221,0.6504448312911563,3.440364486002236,0.7035815556592832,1.3037637239948667
4,14,3.363685711147742,14,3.365639801387474,0.45756671070917565,-0.24060700072540453,0.30305941056927754,0.5575561525812115,3.3636857111679377,0.9563932711425731,1.2415100540578488
5,16,3.403090343818446,15,3.3958358530192347,0.47255130604549633,-0.2281482921618988,0.2826835364317913,0.6154976276625044,3.403090343841528,0.8699575722785798,1.2585516316219385
6,13,3.36464377824433,13,3.359786514333082,0.4575045586276332,-0.24065867610623198,0.30420262997442116,0.5632708786353039,3.3646437782630843,0.974402547729309,1.2353920474303357
7,26,3.857451365885948,18,3.613094936742528,0.5024263501496083,-0.20330915173393832,0.1530726199498079,0.6300931215865772,3.8574513659234553,0.1268707890664064,1.44281586761126
8,23,4.252409443787497,15,2.5187672422512324,0.4277166499136114,-0.2486149061179719,0.14990197191575427,0.5817779817283962,4.25240944382068,0.6642893675022309,1.5083855622161106
9,25,4.193532984485444,15,3.5561325710280176,0.47718330975611717,-0.22350160122470308,0.11541365452544905,0.5095004357718309,4.19353298452151,0.20667065535923565,1.5045668850343241
10,16,3.435814333952837,15,3.436715897370263,0.4776943438121507,-0.22387219346001716,0.2747286703584214,0.6371968142799094,3.435814333975919,0.8699575722785797,1.2643768880867412
11,14,3.391442544951233,14,3.3847655197957685,0.4575409073252588,-0.24062845454734322,0.30352926848275696,0.5599087554703271,3.3914425449714285,0.9563932711425731,1.2389998331083918
12,15,3.3860667398088813,14,3.382124613748176,0.47442489390102627,-0.2265905267010191,0.27936748067719874,0.6201582307334267,3.386066739830521,0.9259940493749799,1.2635449252495954
13,18,3.437303593879304,16,3.4213088571073795,0.4875997094453126,-0.21563653137714428,0.2514506018390452,0.6419318242556425,3.4373035939052703,0.702791967911073,1.3102408363833908
14,18,3.39775213076779,16,3.401834041024951,0.4881606350318511,-0.215170158528786,0.24953218399236937,0.6386671842101259,3.397752130793755,0.7036309638582434,1.3157297406704491
