window_id,src_ip,count,freq
0,10.40.182.1,3,0.00045004500450045
0,10.40.182.6,1,0.00015001500150015003
0,10.40.85.1,4,0.0006000600060006001
0,10.40.85.10,1,0.00015001500150015003
0,149.171.126.10,8,0.0012001200120012002
0,149.171.126.12,16,0.0024002400240024004
0,149.171.126.14,10,0.0015001500150015
0,149.171.126.15,19,0.0028502850285028504
0,149.171.126.18,21,0.0031503150315031502
0,149.171.126.2,1,0.00015001500150015003
0,149.171.126.4,1,0.00015001500150015003
0,149.171.126.5,3,0.00045004500450045
0,149.171.126.8,3,0.00045004500450045
0,149.171.126.9,1,0.00015001500150015003
0,59.166.0.0,679,0.10186018601860186
0,59.166.0.1,646,0.0969096909690969
0,59.166.0.2,689,0.10336033603360337
0,59.166.0.3,646,0.0969096909690969
0,59.166.0.4,618,0.0927092709270927
0,59.166.0.5,706,0.10591059105910591
0,59.166.0.6,667,0.10006000600060005
0,59.166.0.7,653,0.09795979597959796
0,59.166.0.8,634,0.09510951095109511
0,59.166.0.9,636,0.09540954095409541
1,10.40.182.1,3,0.00045004500450045
1,10.40.182.6,1,0.00015001500150015003
1,10.40.85.1,2,0.00030003000300030005
1,149.171.126.0,1,0.00015001500150015003
1,149.171.126.1,4,0.0006000600060006001
1,149.171.126.10,12,0.0018001800180018
1,149.171.126.12,8,0.0012001200120012002
1,149.171.126.14,8,0.0012001200120012002
1,149.171.126.15,17,0.00255025502550255
1,149.171.126.17,1,0.00015001500150015003
1,149.171.126.18,30,0.004500450045004501
1,149.171.126.2,4,0.0006000600060006001
1,149.171.126.4,1,0.00015001500150015003
1,149.171.126.5,1,0.00015001500150015003
1,149.171.126.7,1,0.00015001500150015003
1,149.171.126.8,2,0.00030003000300030005
1,149.171.126.9,3,0.00045004500450045
1,59.166.0.0,682,0.10231023102310231
1,59.166.0.1,671,0.10066006600660066
1,59.166.0.2,705,0.10576057605760576
1,59.166.0.3,640,0.096009600960096
1,59.166.0.4,696,0.10441044104410441
1,59.166.0.5,671,0.10066006600660066
1,59.166.0.6,618,0.0927092709270927
1,59.166.0.7,639,0.09585958595859587
1,59.166.0.8,629,0.09435943594359436
1,59.166.0.9,616,0.0924092409240924
2,10.40.182.1,3,0.00045004500450045
2,10.40.85.1,5,0.00075007500750075
2,149.171.126.10,9,0.0013501350135013501
2,149.171.126.12,4,0.0006000600060006001
2,149.171.126.14,16,0.0024002400240024004
2,149.171.126.15,11,0.0016501650165016502
2,149.171.126.18,27,0.004050405040504051
2,149.171.126.2,2,0.00030003000300030005
2,149.171.126.3,1,0.00015001500150015003
2,149.171.126.4,1,0.00015001500150015003
2,149.171.126.5,1,0.00015001500150015003
2,149.171.126.6,1,0.00015001500150015003
2,149.171.126.7,2,0.00030003000300030005
2,59.166.0.0,651,0.09765976597659766
2,59.166.0.1,708,0.10621062106210621
2,59.166.0.2,665,0.09975997599759975
2,59.166.0.3,680,0.10201020102010201
2,59.166.0.4,686,0.10291029102910292
2,59.166.0.5,702,0.10531053105310531
