window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,16,3.3982694729539547,15,3.395791870578272
1,17,3.4044241969334768,14,3.3982281935675345
2,21,3.4405087673170707,19,3.431457314689594
3,19,3.4113248250180748,17,3.40607865911931
4,18,3.403915403010798,17,3.406211431281928
5,18,3.409800109820247,15,3.3975396570947187
6,21,3.4401647432170384,18,3.427896025462089
7,20,3.413133303958076,17,3.406160546024128
8,20,3.4259693018296993,18,3.417685081121431
9,15,3.416881442751599,13,3.4128715531776566
10,19,3.4125630600709673,18,3.4106921506896875
11,18,3.425641387371857,16,3.4168670203182376
12,19,3.3958025245087256,16,3.3893090991322623
13,16,3.3801229786870777,14,3.378390431717009
14,20,3.414652119964345,17,3.4150876788514415
