window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.398542670636984,16,3.395931568029363
1,16,3.397525669669654,15,3.3922161933263073
2,21,3.405388036137888,17,3.4027123071546868
3,16,3.409081053567144,16,3.408753326310932
4,21,3.4347076432478496,20,3.4355093618844452
5,18,3.3924769463802247,16,3.390383047571983
6,21,3.4309791622253014,17,3.418671001515737
7,21,3.432213281469228,20,3.430606917666623
8,16,3.400429426727713,15,3.403632764717618
9,18,3.405377972977719,16,3.4026338577278983
10,17,3.4123155824696534,15,3.4056100395088578
11,22,3.435883736188615,18,3.4252972442638234
12,16,3.422753052819198,14,3.4111204550946246
13,26,3.8948357503425144,18,3.602063945687895
14,30,4.184827217511852,20,3.5763137341647075
