window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,19,3.4170440362214336,16,3.4143462710610377
1,19,3.3974865496783977,18,3.395560799445213
2,19,3.426818018176944,18,3.4208956545128264
3,18,3.4086531088333016,15,3.397819069297473
4,19,3.4226009649879616,19,3.417903038259916
5,19,3.426010364499011,17,3.4214678339987694
6,14,3.3744976509038787,13,3.364471706232571
7,21,3.4356659001835537,19,3.4316327746441004
8,19,3.4470558263778845,15,3.4312323777940605
9,18,3.4218280648498327,16,3.410855016599159
10,19,3.432661618978538,17,3.4242158881584546
11,18,3.408490571136472,16,3.4011408762032103
12,18,3.4014121623477402,17,3.4026757896615445
13,22,3.454872440822291,19,3.445641714654542
14,20,3.450162740336899,19,3.4380807093768206
