window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,17,3.434901514008193,16,3.4243267968360085
1,20,3.422661588765725,19,3.4266147184039286
2,18,3.3936673819800562,17,3.3871531317817656
3,27,3.6704769986250936,18,3.545291528627737
4,26,4.370829243295441,16,3.174496341045332
5,16,3.4206381578125375,15,3.4155144344825517
6,19,3.4178023375660707,17,3.411358976632285
7,20,3.407598980187706,18,3.405721812529943
8,18,3.4081894598393925,17,3.409676488857266
9,19,3.4335022785278775,17,3.4292268867605453
10,19,3.4315489281872686,17,3.4258267558539712
11,16,3.4076925922343513,15,3.4019222319148397
12,23,3.4605133057902804,21,3.449298343013182
13,27,3.5470451217930608,19,3.4992517513386656
14,30,4.244302510287545,19,3.568897857650638
