window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,15,3.3983993049052112,18,3.4030689455395615
1,19,3.3995044375751413,17,3.3913269581517693
2,16,3.3917336958031887,15,3.3902084307975113
3,17,3.3868920240469294,15,3.3820549295156113
4,19,3.422386893945632,17,3.412992707124382
5,27,4.285681701408595,17,3.4575854105416584
6,26,4.286867579441244,18,3.415638436662501
7,18,3.4008577838156713,16,3.3955223786389004
8,19,3.4133353069540435,16,3.4096863413428267
9,19,3.4083178559351284,17,3.400895193448463
10,20,3.4229236009917257,18,3.4144114860165478
11,18,3.389613891876218,15,3.3834056076112105
12,16,3.3953553588601726,14,3.391556790979391
13,18,3.4296016294110285,15,3.42116385477282
14,20,3.437543413254488,16,3.4247361981069293
