window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.404953083858366,16,3.398672370393313
1,19,3.408230728087935,16,3.404724301877391
2,24,3.4550163561524956,21,3.444804011891163
3,21,3.4360620344258694,18,3.428618826790577
4,30,3.701161762663067,21,3.571672200160377
5,26,4.333848796828596,17,2.8375493379159638
6,17,3.396748859405152,15,3.388883357280458
7,18,3.4105265895818104,15,3.4008036827436885
8,23,3.447370614944175,20,3.4322523869910544
9,19,3.448048468318273,17,3.4433851294569604
10,19,3.4015271722213893,18,3.3942554452430125
11,18,3.397980248698494,17,3.39647386426598
12,17,3.4356447179466185,16,3.435303533695217
13,19,3.429647075576149,19,3.427957553603327
14,16,3.4018985082305595,14,3.395135608651176
