window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,20,3.4362956422894464,18,3.4301840199126628
1,18,3.4142039791409426,18,3.4069078661443397
2,19,3.3874310622943793,18,3.388958290506003
3,20,3.4219632783182794,17,3.4114103654755685
4,18,3.4002289479587913,15,3.3947514442763915
5,17,3.4098145255928154,16,3.407755129854249
6,15,3.3679237828529005,13,3.3666898893011337
7,18,3.4168521886069745,17,3.412617509881211
8,18,3.399399348556221,15,3.3940946667980154
9,30,3.720664478328685,20,3.585142799378383
10,28,4.242181142956482,18,3.53997890624075
11,19,3.4133264297383654,17,3.4062041292777847
12,18,3.4102186156155785,15,3.4072010448244234
13,20,3.4153174660749053,16,3.406943367856453
14,19,3.426200877380859,18,3.421761459595186
