window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,22,3.413438484896983,22,3.4071858259781385,0.10561056105610561,0.24955797138282396,8.508597829637473,6.795375058492277,0.643371300180018,5.042161293159984
1,25,3.409770305437323,21,3.403609405479645,0.10636063606360636,0.23477782360604416,8.492617420112875,6.835337582998396,0.6400449828982899,5.036043989737807
2,24,3.4215747598000785,24,3.41475959220932,0.10471047104710471,0.24006592351975917,8.518955583065868,6.8317248650738085,0.6417970472547254,5.038983542555516
3,23,3.4047276688511885,22,3.4006999158405753,0.1035103510351035,0.24153677994030098,8.525797922690513,6.839038247063446,0.6429131197119712,5.057082619568267
4,25,3.419397162328719,22,3.414582094477251,0.10531053105310531,0.23096909079433395,8.518179710973495,6.882807698664669,0.6452519914491449,5.049333170822856
5,23,3.3965633983638206,20,3.3924202312831238,0.10291029102910292,0.23056157237174396,8.501786082504799,6.88638263003366,0.6435142355235524,5.036081125635432
6,26,3.435303520195668,24,3.4273706411097375,0.1038103810381038,0.23590535784438704,8.458305695427446,6.835647231084948,0.631950998049805,5.020299673616523
7,22,3.4253028577536195,21,3.419626130942371,0.10396039603960396,0.2361464720771582,8.49502538986583,6.861256872735386,0.6358212104710471,5.036742945526447
8,26,3.4115690313161426,21,3.4068425512712746,0.10816081608160816,0.22795728235266577,8.471535280914216,6.884524142708,0.64418800420042,5.040337992122963
9,25,3.429994364534814,21,3.420046635040096,0.1041104110411041,0.24384866367328756,8.539592002322786,6.847306682956303,0.6365724266426642,5.054700648023641
10,26,3.4287540777134695,21,3.4228926030811677,0.10441044104410441,0.23157119088988357,8.511083937438999,6.870318782273205,0.6425825184518452,5.04870462831891
11,27,3.4328424415256804,27,3.4277801742056986,0.10666066606660667,0.24781321019761876,8.490836767211718,6.831284235233799,0.6360316203120312,5.038580172691811
12,28,3.425102708433154,24,3.419225847245859,0.10471047104710471,0.24008731558207783,8.493620180004061,6.816947903387185,0.640468995049505,5.031612978077361
13,26,3.4282371976711508,21,3.42118393811901,0.10591059105910591,0.23756977749452154,8.47325185327023,6.863692863283537,0.6423141864686468,5.041632849378041
14,23,3.414945727344088,21,3.412263225459573,0.10455362492510485,0.24181109301310147,8.516292934032279,6.865488135954356,0.639382727531456,5.042155437755369
