window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,23,3.4042665230559908,24,3.3990436004646645,0.4347977821835181,-0.25200068589671804,0.2743592135872742,0.6472768598079834,3.4042665230891704,0.2461196984737422,1.1477881016399725
1,35,4.047408615551985,23,3.6166658937440928,0.4994646929444772,-0.205771575520205,0.14137845757767126,0.5958194374555159,4.047408615602475,0.7470358109058364,1.4672603031053097
2,26,3.416702368408449,21,3.408048990488588,0.502268650946543,-0.20344026828180561,0.20448966537729252,0.6671529894849042,3.4167023684459568,0.1559230986759552,1.374172224226055
3,24,3.4220040483368943,20,3.415318026710939,0.49870853553246824,-0.2064002708311507,0.21872410581319898,0.6524178656908982,3.4220040483715155,0.18891637178996512,1.3617228651770015
4,26,3.430170872436368,23,3.420691070677892,0.48799251359516316,-0.21530994048058122,0.24973256462470209,0.636899068468599,3.4301708724738758,0.159335955315124,1.316309962028391
5,27,3.434983274990873,22,3.425532169161404,0.5002999338476221,-0.20507712747145646,0.2130882598518677,0.6593571944536822,3.4349832750298237,0.21784323017382629,1.3664214453767898
6,28,3.4323155021760057,24,3.4249975986041163,0.4938253080075329,-0.21046035435138993,0.23463107609977757,0.6469890276070029,3.432315502216397,0.2951007274933608,1.3384520250637264
7,31,3.9683416330084937,23,3.616652326317153,0.5047951158809086,-0.2013396783354841,0.17554514700954393,0.6452370403977559,3.9683416330532144,0.47880339973781716,1.419922752123158
8,24,3.4206077340986503,21,3.414032820711433,0.49142095732549307,-0.21245941430327273,0.24149317921337196,0.6452125667953931,3.4206077341332715,0.18410475222177708,1.3271826161084554
9,23,3.4260943867351283,20,3.4163528566031225,0.49158376224036204,-0.2123240526907943,0.24107031375710855,0.645530111404218,3.426094386768307,0.2429999163786962,1.3277791105184742
10,26,3.434951482313964,24,3.425455235602841,0.4768972573145736,-0.22453491862211422,0.27265757883250874,0.6118522437417886,3.434951482351472,0.15295168634598635,1.28308131622203
11,25,3.4228635823735574,24,3.41736651805587,0.4636652714112606,-0.23553644735116977,0.2954156643314319,0.5816972187982866,3.422863582409622,0.14583019940699887,1.2471175121239846
12,24,3.421133372734864,23,3.415687244155423,0.4636118980525044,-0.23558082379957362,0.29633858271236535,0.5864629705608447,3.4211333727694853,0.18010804900142519,1.2421709324364998
13,26,3.4225983220203147,21,3.4137962298943063,0.5008019487467066,-0.2046597349972615,0.21203226475174308,0.668922845487412,3.4225983220578207,0.15533568223509017,1.362527002628982
14,24,3.442785419058095,23,3.4342743198244388,0.4663385231445761,-0.23331381380553498,0.2897438380741941,0.5796759581258993,3.442785419092714,0.17747240534418957,1.2619157610373117
