window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,25,3.4098983116949437,21,3.405596695803585,0.49988182562970085,-0.205388337817098,0.2270499974481487,0.7642102307892709,3.4098983117310078,0.14367248775506672,1.277280839812137
1,26,3.430671547230688,23,3.4245517265943284,0.4879109276054562,-0.21537777388187163,0.2470842639137409,0.6158320113783249,3.4306715472681955,0.15685702407868118,1.3325568696400252
2,26,3.421137633525856,21,3.4147742398166825,0.5013045033845137,-0.20424189376570656,0.2090176913710315,0.6636263823049213,3.421137633563362,0.15570454364190178,1.3699137395213383
3,34,3.980380170270338,24,3.622204891888787,0.5036094183846355,-0.202325508063881,0.1587377454737777,0.6241189883835222,3.9803801703193855,0.7106394480820167,1.4448124287921298
4,30,3.434172871628116,23,3.423753114401745,0.5045311874806527,-0.20155911749594319,0.1853206635570097,0.6559224987151265,3.434172871671392,0.48310346013630756,1.4040004529650563
5,36,3.6652360971645455,27,3.5594849452955186,0.5047390852534579,-0.20138626412858476,0.1796357055150992,0.646865869726517,3.6652360972164786,0.9142864638471044,1.4151492016333929
6,25,3.414569797431932,24,3.408976583722323,0.4665890425265445,-0.2331055233646257,0.28997012623854157,0.5840965186547629,3.4145697974679967,0.14672276469708107,1.258941654938475
7,25,3.4463724960317275,23,3.4341724064554726,0.47662937004734707,-0.22475764932089776,0.27477264078490515,0.6218530971550917,3.4463724960677915,0.142856381578841,1.272913474963439
8,26,3.4269565167732545,24,3.4184442113916265,0.47596056616555404,-0.2253137158987658,0.2749867726561487,0.6135847763844493,3.426956516810762,0.1565020301460944,1.2770231409300208
9,35,3.754211103631533,23,3.5907606395495493,0.4995610814333593,-0.2056914348113703,0.14202136860106745,0.6016812625217435,3.7542111036820236,0.8516126758721414,1.4631678777953023
10,23,3.423442202568252,21,3.4155092863425134,0.48276424499402715,-0.21965690303321014,0.2624411317418655,0.6341537736847154,3.423442202601431,0.24637619169346556,1.292498587236492
11,25,3.4117898196408336,22,3.4082508295354264,0.48833647250680934,-0.2150239611970681,0.2493828433903026,0.6409739748087863,3.4117898196768963,0.14774002827185076,1.314753738329944
12,25,3.4301412731441374,23,3.4227689193826087,0.4777527829811428,-0.2238236051225398,0.27120238877691494,0.6148305168120293,3.430141273180202,0.1465256172112119,1.284605049097654
13,28,3.4213545858964127,24,3.414135926251712,0.4927695169713441,-0.21133817537548943,0.2386443313143031,0.6533466673105776,3.421354585936805,0.29118283270807616,1.327857344544533
14,26,3.420916245438948,24,3.4158137583296053,0.47696074112280207,-0.2244821359978615,0.2723335396376712,0.6106360087818833,3.420916245476451,0.15336319693982622,1.2844506296197244
