window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,14,3.399254684269618,14,3.3954444008795606,0.11884753901560624,0.22898408600736908,8.590795084207974,6.903374542169826,0.6403625030012005,5.073140570963619
1,18,3.4625401566184553,15,3.450646440810768,0.10684273709483794,0.24537974856178607,8.450835810033762,6.787159230367175,0.6356389027611045,5.032076412651513
2,17,3.3925216181641162,15,3.3917375379385803,0.11164465786314526,0.2331455063267564,8.491784597979862,6.80315893171019,0.6497623805522209,5.018253660777834
3,13,3.390740353385258,13,3.3955604956891516,0.10804321728691477,0.22726715283944912,8.541825517774628,6.929859822561232,0.6439129135654261,5.0726787429111955
4,15,3.386225651435837,15,3.389544423826893,0.11164465786314526,0.21003788398866627,8.422377831062484,6.951645827171157,0.640393292917167,5.034678420804693
5,14,3.368141143153534,13,3.3602466365579793,0.12004801920768307,0.23528766667668077,8.612306327608017,6.912733230459964,0.6494910948379351,5.094476342401096
6,17,3.435876773715111,15,3.420072665788655,0.12484993997599039,0.23022432357340525,8.399877507522778,6.969871474941068,0.6253539759903961,4.983182140718792
7,17,3.4165732820512704,15,3.4094049415253727,0.11884753901560624,0.21386739068614619,8.42433726056008,6.91811776649451,0.6331759591836734,5.01619826703978
8,19,3.42318894863296,16,3.414497008617298,0.11764705882352941,0.2366105294399272,8.495313866554412,6.8236167501588145,0.637179212484994,5.039926657109615
9,16,3.4174866686282392,14,3.407269428647818,0.11524609843937575,0.25195607220568306,8.566942871016613,6.814151360173486,0.635861612244898,5.080776380073596
10,18,3.415368713164036,15,3.4002292456611483,0.12244897959183673,0.2606093549515969,8.469149133810415,6.737758489089259,0.636649294117647,5.034561771654408
11,13,3.374837098425209,13,3.3678772680515086,0.11404561824729892,0.249826184511179,8.439952563105185,6.817465311114297,0.6341231296518607,5.010398699555643
12,18,3.4044834793850125,18,3.402887292925766,0.1092436974789916,0.24340253998538292,8.555182203512526,6.8496766336974515,0.6445076386554622,5.0485017002176615
13,17,3.4341729898290754,16,3.4293790568081546,0.11164465786314526,0.23776572122783016,8.508569280887713,6.842318862283848,0.6407787839135655,5.065151187713224
14,16,3.40371936163307,14,3.3962659774311543,0.11933174224343675,0.24571530295073013,8.421528408675082,6.801791991449682,0.6352323054892601,5.01566362767373
