window_id,src_ip,count,freq
0,10.40.85.10,1,0.0012004801920768306
0,149.171.126.10,3,0.003601440576230492
0,149.171.126.12,2,0.0024009603841536613
0,149.171.126.15,1,0.0012004801920768306
0,149.171.126.18,6,0.007202881152460984
0,59.166.0.0,92,0.11044417767106843
0,59.166.0.1,73,0.08763505402160865
0,59.166.0.2,71,0.08523409363745499
0,59.166.0.3,93,0.11164465786314526
0,59.166.0.4,83,0.09963985594237695
0,59.166.0.5,83,0.09963985594237695
0,59.166.0.6,82,0.09843937575030012
0,59.166.0.7,85,0.10204081632653061
0,59.166.0.8,79,0.09483793517406963
0,59.166.0.9,79,0.09483793517406963
1,10.40.182.1,1,0.0012004801920768306
1,10.40.85.10,1,0.0012004801920768306
1,149.171.126.10,1,0.0012004801920768306
1,149.171.126.11,1,0.0012004801920768306
1,149.171.126.12,2,0.0024009603841536613
1,149.171.126.13,1,0.0012004801920768306
1,149.171.126.15,1,0.0012004801920768306
1,149.171.126.18,2,0.0024009603841536613
1,149.171.126.7,2,0.0024009603841536613
1,149.171.126.8,1,0.0012004801920768306
1,59.166.0.0,95,0.11404561824729892
1,59.166.0.1,83,0.09963985594237695
1,59.166.0.2,72,0.08643457382953182
1,59.166.0.3,80,0.09603841536614646
1,59.166.0.4,81,0.09723889555822329
1,59.166.0.5,86,0.10324129651860744
1,59.166.0.6,85,0.10204081632653061
1,59.166.0.7,78,0.0936374549819928
1,59.166.0.8,77,0.09243697478991597
1,59.166.0.9,83,0.09963985594237695
2,149.171.126.10,1,0.0012004801920768306
2,149.171.126.12,2,0.0024009603841536613
2,149.171.126.14,1,0.0012004801920768306
2,149.171.126.18,3,0.003601440576230492
2,149.171.126.7,1,0.0012004801920768306
2,149.171.126.8,1,0.0012004801920768306
2,59.166.0.0,91,0.1092436974789916
2,59.166.0.1,88,0.1056422569027611
2,59.166.0.2,73,0.08763505402160865
2,59.166.0.3,82,0.09843937575030012
2,59.166.0.4,87,0.10444177671068428
2,59.166.0.5,86,0.10324129651860744
2,59.166.0.6,91,0.1092436974789916
2,59.166.0.7,73,0.08763505402160865
2,59.166.0.8,68,0.08163265306122448
2,59.166.0.9,85,0.10204081632653061
3,10.40.182.1,1,0.0012004801920768306
3,10.40.85.1,2,0.0024009603841536613
3,149.171.126.10,2,0.0024009603841536613
3,149.171.126.12,1,0.0012004801920768306
3,149.171.126.14,1,0.0012004801920768306
3,149.171.126.15,2,0.0024009603841536613
3,149.171.126.18,5,0.006002400960384154
3,149.171.126.9,1,0.0012004801920768306
3,59.166.0.0,82,0.09843937575030012
3,59.166.0.1,79,0.09483793517406963
3,59.166.0.2,79,0.09483793517406963
3,59.166.0.3,91,0.1092436974789916
3,59.166.0.4,86,0.10324129651860744
3,59.166.0.5,90,0.10804321728691477
3,59.166.0.6,86,0.10324129651860744
3,59.166.0.7,74,0.08883553421368548
3,59.166.0.8,72,0.08643457382953182
3,59.166.0.9,79,0.09483793517406963
4,10.40.85.1,1,0.0012004801920768306
4,149.171.126.10,1,0.0012004801920768306
4,149.171.126.15,3,0.003601440576230492
4,149.171.126.18,3,0.003601440576230492
4,59.166.0.0,89,0.10684273709483794
4,59.166.0.1,76,0.09123649459783914
4,59.166.0.2,92,0.11044417767106843
4,59.166.0.3,88,0.1056422569027611
4,59.166.0.4,72,0.08643457382953182
4,59.166.0.5,77,0.09243697478991597
4,59.166.0.6,79,0.09483793517406963
4,59.166.0.7,99,0.11884753901560624
4,59.166.0.8,72,0.08643457382953182
4,59.166.0.9,81,0.09723889555822329
5,149.171.126.12,2,0.0024009603841536613
5,149.171.126.14,1,0.0012004801920768306
5,149.171.126.18,4,0.004801920768307323
5,149.171.126.5,1,0.0012004801920768306
5,149.171.126.7,1,0.0012004801920768306
5,59.166.0.0,85,0.10204081632653061
5,59.166.0.1,82,0.09843937575030012
5,59.166.0.2,88,0.1056422569027611
5,59.166.0.3,76,0.09123649459783914
5,59.166.0.4,90,0.10804321728691477
5,59.166.0.5,92,0.11044417767106843
5,59.166.0.6,78,0.0936374549819928
5,59.166.0.7,88,0.1056422569027611
5,59.166.0.8,81,0.09723889555822329
5,59.166.0.9,64,0.07683073229291716
6,149.171.126.10,1,0.0012004801920768306
6,149.171.126.12,4,0.004801920768307323
6,149.171.126.14,2,0.0024009603841536613
6,149.171.126.18,2,0.0024009603841536613
6,149.171.126.4,1,0.0012004801920768306
6,149.171.126.5,1,0.0012004801920768306
6,59.166.0.0,68,0.08163265306122448
6,59.166.0.1,84,0.10084033613445378
6,59.166.0.2,82,0.09843937575030012
6,59.166.0.3,76,0.09123649459783914
6,59.166.0.4,92,0.11044417767106843
6,59.166.0.5,85,0.10204081632653061
6,59.166.0.6,88,0.1056422569027611
6,59.166.0.7,95,0.11404561824729892
6,59.166.0.8,69,0.08283313325330131
6,59.166.0.9,83,0.09963985594237695
7,10.40.182.1,1,0.0012004801920768306
7,10.40.85.10,1,0.0012004801920768306
7,149.171.126.10,2,0.0024009603841536613
7,149.171.126.14,1,0.0012004801920768306
7,149.171.126.18,6,0.007202881152460984
7,149.171.126.19,1,0.0012004801920768306
7,59.166.0.0,71,0.08523409363745499
7,59.166.0.1,80,0.09603841536614646
7,59.166.0.2,88,0.1056422569027611
7,59.166.0.3,89,0.10684273709483794
7,59.166.0.4,82,0.09843937575030012
7,59.166.0.5,95,0.11404561824729892
7,59.166.0.6,79,0.09483793517406963
7,59.166.0.7,77,0.09243697478991597
7,59.166.0.8,84,0.10084033613445378
7,59.166.0.9,76,0.09123649459783914
8,10.40.85.10,1,0.0012004801920768306
8,149.171.126.10,1,0.0012004801920768306
8,149.171.126.12,3,0.003601440576230492
8,149.171.126.14,3,0.003601440576230492
8,149.171.126.18,2,0.0024009603841536613
8,149.171.126.9,1,0.0012004801920768306
8,59.166.0.0,78,0.0936374549819928
8,59.166.0.1,68,0.08163265306122448
8,59.166.0.2,102,0.12244897959183673
8,59.166.0.3,84,0.10084033613445378
8,59.166.0.4,96,0.11524609843937575
8,59.166.0.5,80,0.09603841536614646
8,59.166.0.6,77,0.09243697478991597
8,59.166.0.7,74,0.08883553421368548
8,59.166.0.8,90,0.10804321728691477
8,59.166.0.9,73,0.08763505402160865
9,149.171.126.0,1,0.0012004801920768306
9,149.171.126.10,2,0.0024009603841536613
9,149.171.126.12,1,0.0012004801920768306
9,149.171.126.14,2,0.0024009603841536613
9,149.171.126.15,1,0.0012004801920768306
9,149.171.126.6,1,0.0012004801920768306
9,59.166.0.0,91,0.1092436974789916
9,59.166.0.1,98,0.11764705882352941
9,59.166.0.2,79,0.09483793517406963
9,59.166.0.3,93,0.11164465786314526
9,59.166.0.4,73,0.08763505402160865
9,59.166.0.5,72,0.08643457382953182
9,59.166.0.6,80,0.09603841536614646
9,59.166.0.7,91,0.1092436974789916
9,59.166.0.8,77,0.09243697478991597
9,59.166.0.9,71,0.08523409363745499
10,149.171.126.10,3,0.003601440576230492
10,149.171.126.12,1,0.0012004801920768306
10,149.171.126.15,2,0.0024009603841536613
10,149.171.126.18,1,0.0012004801920768306
10,149.171.126.6,1,0.0012004801920768306
10,59.166.0.0,84,0.10084033613445378
10,59.166.0.1,68,0.08163265306122448
10,59.166.0.2,95,0.11404561824729892
10,59.166.0.3,80,0.09603841536614646
10,59.166.0.4,89,0.10684273709483794
10,59.166.0.5,88,0.1056422569027611
10,59.166.0.6,77,0.09243697478991597
10,59.166.0.7,92,0.11044417767106843
10,59.166.0.8,71,0.08523409363745499
10,59.166.0.9,81,0.09723889555822329
11,10.40.85.10,1,0.0012004801920768306
11,149.171.126.10,1,0.0012004801920768306
11,149.171.126.12,2,0.0024009603841536613
11,149.171.126.14,1,0.0012004801920768306
11,149.171.126.15,1,0.0012004801920768306
11,149.171.126.18,9,0.010804321728691477
11,149.171.126.8,1,0.0012004801920768306
11,59.166.0.0,72,0.08643457382953182
11,59.166.0.1,85,0.10204081632653061
11,59.166.0.2,71,0.08523409363745499
11,59.166.0.3,80,0.09603841536614646
11,59.166.0.4,91,0.1092436974789916
11,59.166.0.5,93,0.11164465786314526
11,59.166.0.6,76,0.09123649459783914
11,59.166.0.7,72,0.08643457382953182
11,59.166.0.8,85,0.10204081632653061
11,59.166.0.9,92,0.11044417767106843
12,10.40.182.1,1,0.0012004801920768306
12,149.171.126.11,1,0.0012004801920768306
12,149.171.126.12,2,0.0024009603841536613
12,149.171.126.14,2,0.0024009603841536613
12,149.171.126.15,3,0.003601440576230492
12,149.171.126.18,6,0.007202881152460984
12,149.171.126.7,1,0.0012004801920768306
12,149.171.126.8,1,0.0012004801920768306
12,59.166.0.0,92,0.11044417767106843
12,59.166.0.1,91,0.1092436974789916
12,59.166.0.2,82,0.09843937575030012
12,59.166.0.3,75,0.09003601440576231
12,59.166.0.4,75,0.09003601440576231
12,59.166.0.5,77,0.09243697478991597
12,59.166.0.6,77,0.09243697478991597
12,59.166.0.7,92,0.11044417767106843
12,59.166.0.8,72,0.08643457382953182
12,59.166.0.9,83,0.09963985594237695
13,10.40.182.1,1,0.0012004801920768306
13,149.171.126.10,1,0.0012004801920768306
13,149.171.126.12,1,0.0012004801920768306
13,149.171.126.15,2,0.0024009603841536613
13,149.171.126.18,6,0.007202881152460984
13,149.171.126.5,1,0.0012004801920768306
13,59.166.0.0,85,0.10204081632653061
13,59.166.0.1,85,0.10204081632653061
13,59.166.0.2,91,0.1092436974789916
13,59.166.0.3,64,0.07683073229291716
13,59.166.0.4,83,0.09963985594237695
13,59.166.0.5,94,0.11284513805522209
13,59.166.0.6,85,0.10204081632653061
13,59.166.0.7,80,0.09603841536614646
13,59.166.0.8,79,0.09483793517406963
13,59.166.0.9,75,0.09003601440576231
14,10.40.85.1,1,0.0011933174224343676
14,149.171.126.12,3,0.003579952267303103
14,149.171.126.14,1,0.0011933174224343676
14,149.171.126.15,2,0.002386634844868735
14,149.171.126.18,2,0.002386634844868735
14,149.171.126.3,1,0.0011933174224343676
14,149.171.126.5,1,0.0011933174224343676
14,149.171.126.7,1,0.0011933174224343676
14,149.171.126.9,1,0.0011933174224343676
14,59.166.0.0,92,0.10978520286396182
14,59.166.0.1,86,0.1026252983293556
14,59.166.0.2,86,0.1026252983293556
14,59.166.0.3,81,0.09665871121718377
14,59.166.0.4,86,0.1026252983293556
14,59.166.0.5,84,0.10023866348448687
14,59.166.0.6,81,0.09665871121718377
14,59.166.0.7,76,0.09069212410501193
14,59.166.0.8,93,0.11097852028639618
14,59.166.0.9,60,0.07159904534606205
